article_id,newspaper_name,edition,date,page,headline,byline,article
9_1944-06-13_p3_sn83045462_00280603703_1944061301_0140,Evening star.,01,1944-06-13,p3,,,"Minister in London, diplomatic
sources here pointed out that it is
not unusual for a Premier to as
sumo one or two portfolios, but that
not even Mussolini dared take over
more than five. M Subasitch, it
was said, has not been able to fill
any of his cabinet posts


King Peter, it is understood, was
persuaded by Prime Minister
Churchill to dismiss his former cab
met about five weeks ago, and to
attempt conciliation with the Tito
forces in Yugoslavia. 1t is reported
tnat the British indicated to Peter
that If he did not comply the sub
sides his government Is receiving
might be cut off.


If Ambassador Fotitch refuses to
obey the premier's order, the situa-
tion may we'll become embarrassing
for the State Department. The
United States has been giving
Iease-Lend material to Marshal
Tito because of his vigorous fight
against the Germans in his country,
but has not accorded him the ""all-
out"" diplomatic backing he has re-
ceived from the British.


Moreover, NJ Fotitch is highly re-
garded here, as is his councillor
and designated successor, M. Fran
ges, who has served twice in this
country and on his first tour of
duty here married an American girl,
Miss Justine Corby of Chevy Chase.


State Department officials credit
M. Fotitch with playing an inf1u-
ential role in persuading his gov
ernment to resist the Germans. The
Ambassador has made no secret,
however, of his admiration for Gen.
Mihailovich, who was fighting the
Germans and Italians in his coun-"
8_1938-03-09_p4_sn92070146_00414188849_1938030901_0819,Imperial Valley press.,01,1938-03-09,p4,"Stagehand Heads


List of 1O3 Entries
In Kentucky Derby",,"LOUISVILLE, KY, Mar. 8 CUP)
With the notable exception of
Jacola, Mrs. Bert Friends 1887
champion filly, 103 three-year- -olds
were nominated today for the 64th
running of the Kentucky Derby at
Churchill Downs on Saturday,
May 7.


Heading the list was Stagehand,
winner of the Santa Anita Derby
and Santa Anita handicap, which
opened favorite in the winter book
Of Charles Burke, st. Louis betting
commissioner. The colt was quoted
at Al, the shortest priced opening
favorite in the history of the $780,
COO added event.


The second choice was Fighting
Fox, owned by William WoodWard's
Belair stud farm which led in the
number of nominations with five.
Fighting Fox, sixth on the list OF
last seasons winning ju-
veniles, was quoted at 81"
7_1940-06-30_p31_sn83045462_00280602966_1940063001_0248,Evening star.,01,1940-06-30,p31,"If Defeated in Europe, Britain
May Fight On From Dominions
Help of at Least Part of Engand's Fleet Seen


Needed for Atlantic Defense if War


Comes to Western Hemisphere","By Constantine Byo,Cn,","Dv L OHSfUf


Any thought of overseas intervention
by the United States in the present war
must now be ruled out. The problem for
this or the next administration to solve
will be that of keeping an enemy from
our gates.


Europe on British lines is finished.
The defeated nations will become totali-
tartan by treaties; those which have
managed to keep out of war-the states
of the Danubian basin, Sweden, Switzer-
land, Spain, Portugal, Greece and Tur-
key-will dovetail their national policies
with Berlin and Rome.


Great Britain still talks about fighting
to the bitter end. Her position is des-
perate. Allies she has none. The British
Isles have food for about six weeks-with
careful rationing. Even if landing oper-
ations of German troops should prove
impossible because of defensive organiza-
tion of the isles and the presence of the
fleet along the coasts of Britain and
Ireland, Germany can starve out the
British.


Aerial attacks destroying the stores
and the main British harbors can par
alyze life in the United Kingdom 1t is
true that the British have improved their
aviation in the last few weeks and are
reported to have now between 1000 and
5000 bombers and fighters. Germany
still has several times that number and
by sacrificing even half her force would
make British resistance useless. Mastery
of the seas might help the empire but
not the kingdom.


Two Courses Left Open.


Therefore. it is believed here, only two
courses are open to the Churchill gov
ernment or its successor:


l. 1t may sue for an honorable peace""
This eventuality is discounted here. The
French have learned what an honorable
peace means . 1t is complete surrender
For Britain it would mean the loss of all
colonies and possessions and the destruc-
ton of everything Great Britain and the
British people have lived by during sew
eral centuries. The French are used to
defeat They have always managed to
come back, somehow or other. Their
greatness was based on France-on Euro
pean France. Britains greatness is based
on its overseas possessions. Britain has
never been invaded in the real sense
OF the word as France has. Peace terms
slmilar-at the best-to those of France
would mean the total disappearance of
the British Empire. Hence, Washington
believes, Britain will fight as long as she
is able to hold out, and there is little
likelihood that she will follow Marshal
Petain's example.


2. Britain may decide to carry on
from her dominions with the hope of
eventually obtaining support from the
Americas.


A suggestion that the capital of the
empire would be moved to Canada. or to
Australia, would have been received a.
lew months ago with loud laughter Now
1t Is possibility-even a probability.


Navy All Britain Can Save.


All that Great Britain can save today
is her navy-and possibly a number of
airplanes. The navy is divided in two:
One portion is in the home waters, in
the Atlantic; the other portion is in the
Mediterranean. 1t is conceivable that
the Atlantic fleet. after taking on board
as many trained soldiers as possible, will
make for Canada while the Mediter-
ranean feet viii make dash for the
Pacific and the bases at Singapore and
the Indian Ocean. There the ships
would no longer be threatened by Ger
man aviation and could meet any attack
from enemy submarines even if the JAP
anese and the Italo-German forces were
to unite.


Responsible quarters here believe that
the dictators will obtain only few units
belonging to France. Those which do
not join the British forces voluntarily
will be destroyed by the British before
being allowed to leave the fleet forma-
tions. Mr.. Chamberlain, considering
such an action unethical and without
precedent in international law, might
have hesitated to do this. Mr.. Churchill
has no such scruples.


The present British Government is
willing, it is said, to leave the civilian
population of the Isles at the mercy of
the Germans and hopes to be able to
carry on the war-even if it takes an
other decade or more-from the do
minions. Canada and Australia are re-
ported to have fallen in with such a
scheme.


In certain responsible quarters in
Washington the plan is looked upon
favorably. The position of this country
appears at present to be as follows:


1t must either change its policies COM
1E1G45ksg jxGssasSaEs ss<--,s ~.


sssss."
1_1942-08-29_p11_sn83045462_00280603636_1942082901_0464,Evening star.,01,1942-08-29,p11,,,"Despite heavy losses since the
battle of the Coral Sea, If the
Japanese choose to throw their
whole fighting force into a series
OF offensive actions while we are
engaged elsewhere, probably
thousands of miles away, they
may get away with it. The
United Nations forces in the In
dian Ocean are not strong
enough to create diversion
which would stop an all-out
Japanese attack.


With the exception of one or
two men no one here knows what
commitments Prime Minister
Churchill has made with Russian
Premier Stain. But whatever
agreements have been reached
there seems to be no doubt that
our effective support must have
been taken into consideration.


The British and the Russians
naturally consider Europe the
main battle-ground while the Pa
cific, in their estimation, is a
sideshow, If their point of view
Is translated into actual strategy
there is possibility that we will
divert our efforts to more spec
tacular, but possibly less profit
able, theaters of operation."
8_1941-06-12_p8_sn92070146_00414189003_1941061201_0842,Imperial Valley press.,01,1941-06-12,p8,,"BY PHYLLIS M0iR
Former Private Secretary
of Winston Churchill

Written for NEA Servicel","written for NEA Servicel


The one man from whom Win
ston Churchill takes orders without
argument is his personal shadow
Detective Inspector w. H. Thomp-
son of Scotland Yard. who has beer
Churchill'S guardian for more than
Is of the past 20 years.


In almost any picture one sees
OF Mr.. Churchill. the tall spare
angular man always lowering near
one hand hidden in his pocket. Is
sure to be Inspector Thompson.


The hidden hand nuzzles a re
volver-for he has been called upon
to save Mr.. Churchill's life more
than dozen times during then
association. I have seen him slip
his revolver into his pocket many
times. preparatory to guarding MI
Churchill when he was about TO be
among crowds"
64_1943-06-03_p4_sn83045499_00393342286_1943060301_0796,The Daily Alaska empire.,01,1943-06-03,p4,ITALIAN DONKEY,,"Winston Churchill left many 8 fife phrase behind him, but the best was the one on Italy. Talking privately to group of Britisher5, he outlined the intended program of softening up Italy by com bination of two methods: q) con tinued bombing plus a propagan- da by radio urging the people that if they would throw over Mussolini, the Allies would not be too har.l on them.

 Thus said Churchill, We em- ploy both the cudgel and the car rot to budge the donkey"
9_1942-03-19_p10_sn83045462_00280603521_1942031901_0070,Evening star.,01,1942-03-19,p10,"fear the critics reflect the aspira.
tions Of Axis propagandists.",,"fear the critics reflect the aspira-
tions OF Axis propagandists.


English officials are said to be
reconciled to American criticism of
English politics. but they wish it
were universally accepted in the
United States that England is in the
war up to its neck. Viscount Halifax,
the British Ambassador, is carrying
the burden of this battle of educa-
ton in the United States. He has
been in frequent consultation with
American off1cials on the subject.


Reveals German Losses.


Ambassador Halifax took to the
radio last night in his second effort
within three weeks to shatter the
contentious Of those who hold that
England Is letting others fight the
war for her. He brought out in
formation about English successes
and prospects and German losses
which hitherto have been kept
secret.


With spring approaching, the Am
bassador predicted intensified at
tacks on German ports. factories,
ref1neries and railroads by R. A. F.
bombers carrying more and heavier
bombs and increased activity by the
commanders in occupied Europe.
He said the British count no sacri-
nee too great for victory""


Speaking on coast-to-coast
hookup of the blue network. the
Ambassador, with Prime Minister
Churchill's authority, gave the
American public facts and figures
which. he said, will help you to
realize how far your ally has gone
along the hard road of an allout
total war effort""


During these two and q half years
OF war the British Army has fought
from the Arctic Circle through
Western and Southeastern Europe,
North and East Africa, the Near
East and the Far East down to the
equator"" the Ambassador said after
he commented that the Axis propa-
gandist are fond Of asking, What
is the British Army doing?'""


The English Army's record is one
OF varying success and failure; but
its record is one of valor and sacri-
fee and certainly not one Of mac
ton. To the end Of 194l, OF all the
casualties suffered by the armies OF
the British Commonwealth, over 10
per cent were sustained by troops
from Great Britain.


Points 70 Continent Raids.


To-day the British Army is Tight
ing in Libya and Burma. It is fight
ing, too, in those raids by COM
mandos and parachute troops on
Occupied Europe. which feel pref
ty sure will increase in number and
in strength. The Germans don't like
these raids. They never know when
or where We will strike, and they can
never be sure just what our strength
is going to be- That's one Of the rea-
sons why the Germans are keeping
more and more troops idle in West
ern Europe.


Our army has to provide garr1-
sons for bases all over the world.
Above all else, this army is holding
a position In the Middle East, vital
for keeping the door open into Rus
sia, and. like the Russian front, vital
also for keeping Germany and
Japan from making contact. Unless
I'm much mistaken, the Middle East
position Is going to loom large in
the news this summer""


The sea lane from England to the
Middle East Is 1000 miles long,
Viscount Halifax said. 1t goes
around the Cape Of Good Hope.
Africa's southern tip, and not
through the Mediterranean-a long
trip occupying two or three months
by conveyed ship. Striking at one
of the most insistent complaints"
12_1942-09-30_p43_sn83045462_0028060365A_1942093001_0863,Evening star.,01,1942-09-30,p43,,,"quest of, and dedicated to, 1t. Gen.
Henry H. Arnold of the Air Corps.
Soloist was Robert Stanley and,
with martial swing and aviation cos
tuning, is a spectacular gesture of
appreciation to Americas aces.


""A Soldiers Dream"" sung by Pvt.
Stuart Churchill Qate of Fred War
ing's choir, is a feathery burlesque
spotlighting what happens when the
lights go out and the weary recruit
goes to the land of nod. Some more
fast capering by skirted male legs
in the Satirical mood."
35_1945-08-13_p10_sn83045462_00280604574_1945081301_0106,Evening star.,01,1945-08-13,p10,"Loski Replies to IS. Writers,
Sees dollar Diplomacy Policy","By HAROLD ]. LASKI,","OeeS D0HQr LID
by HAROLD J. LASKI,


Chairman Of the British Labor Party.


LONDON (By Wireless) ""A friend
has just sent me two issues Of the
New York Times dated July % and
80. in which two eminent American
journalists Arthur Krock and
Henry Hazlitt, discuss the impact of
the British elections upon what
Krock calls ""realists"" in the United
States, by which term he describes
men like Cordell Hull, B. M. Baruch
and Jesse Jones. He explains that
their international economic policy
aimed at preservation OF our ma
tional economy and living standard""
purpose he seems to regard as diff
ferent from that entertained by
New Dealer-I use Krocks term
like Henry Wallace.


He explains that these influential
men will, on the return Of President
Truman, seek to impress"" him that
the Labor governments program Is
more than Great Britain can afford
and can only be financed by Amer
lean aid. They'll tell him that
America ought to assist Britain ito
all ends that will make for good
Anglo-American relations and help
restore peacetime conditions"" every
where as an outcome OF Labor's
program and that it should not
underwrite state socialism""


Now they think American eco
nomic policy must be revised. Haz-
lit writes, If more generally, in
much the same strain. He says
ut would seem a strange paradox
If American capitalism were to be
asked to subsidize British or conti-
mental Socialism in its early stages"" !""
The impression they create is that
Anglo economic relations
have been profoundly and adversely
affected by the failure Of Britain
to fulfill the expectation OF free
enterprise"" irf the United States
that Churchill would win with
working majority.


Summary Of Opinion.


think this is a fair summary of
what Krock and Hazlitt described
as the climate of American business
opinion generally. and of an i'm
portant group known to have great
influence in the White House in
particular. The inferences which
follow it are of outstanding import
ance. II Krock and Hazlitt are cor
rect, President Truman is to be in
fluenced toward presenting Prime
Minister Attlee and his colleagues
with what amounts to the following
body of theories:


Fipsts-aAmerican economic policy
in the foreign sphere was built on
the expectation of Churchills VIC
tory, the administration would then
have been encouraged to cooperate
with Britain in every way.


+ We are not told with precision
what changes: but we are led to as
sumo that cooperation could be
extended to Churchill which Attlee
could not expect unless he aban-
doned the program for which he
was elected. Attlee must therefore
either refuse to implement his man
date or, as I understand the
Krock- -Hazlitt thesis, Truman will
be urged to return to economic
isolationism.


Still omitting the second theorem,
the Krock- -Hazlitt thesis by impli-
cation goes very much further. It
informs British bankers and manu-
facturers that important American
circles regard an attempt to carry
out the will Of the British people as
likely to result in a ""demoralized
British economy"" for which there
will be no American aid. This be-
comes virtually an invitation to
them to urge British public opinion
either to throw out the Attlee gov
ernment or compel it to practice
continuity in economic policy"" with
the Churchill government.


Second, but Britain returned Att
lee with a sweeping Socialist ma
jority for naturalization of certain
industries. We do not believe this
can be accomplished without Ameri-
can aid.


Three, but once we believe that
if this aid is given the Socialist
program would result in ""demoral-
lied British economy"" we recon-
mend that such aid be given.


Four. we believe further that this
program is a threat to American
free enterprise


Five, American capital must not
be used to assist any state which
favorS Socialism.


Six, we are all for helping Britain
and promoting peace the world over
as long as economic policy abroad
conforms to our requirements.


Suggestion Challenged.


! omit for the moment the ques-
tion of whether Attlee's government
can fulfill their election pledges
without financial aid from America
This apart, the Krock- -Hazlitt pro-
gram is an announcement that on
the economic plane the -Four Free
doms can only be achieved in q
capitalist way. Any attempt to
realize them in Socialist terms will
lead to changes in the economic
foreign policy of the United States.


Policy Assailed.


To speak quite frankly, this is
dollar diplomacy in excelsis. 1t is
like an unofficial Potsdam declara-
ton with the Attlee government in
stead of the Franco government as
the object to be destroyed. On the
one hand. 1t is indicating with, of
course, the delicacy of indirectness
that the sovereign power of Britain
Is in fact resident in Washington;
"" vSinfOnietta"
5_1943-04-10_p1_sn83045462_00280603399_1943041001_0504,Evening star.,01,1943-04-10,p1,"Four Derby E|i9ib|es
Work Out at Downs",BY the Associated Press,"BY the Associated Press


LOUISVILLE, KY, April 1o.-Dix-
lana Farms Amber Light, running
over a sloppy track, turned in
6-furlong workout over the Churchill
Downs oval in Ills 3-5 today.


The Kentucky Derby eligible was
clocked in 0:49 2-5 for the half.


Three other Derby eligibles were
given workouts this morning.
Warren Wright's Ocean Wave.
getting his first breeze since ship
ping here from Hot Springs, went
half in 0:50 3-5, while Martin Town
sends Bankrupt went three-eighths
of a mile in 0:40 in preparation for
a longer workout tomorrow. The
third Derby horse on the track was
Fire Dust, owned by c. v. Whitney,
which went a mile in 1:52."
1_1944-12-14_p11_sn83045462_00280603818_1944121401_0299,Evening star.,01,1944-12-14,p11,"Britain S War Policy


Defended by American
Army Paper in Paris",BY the Associated Press.,"BY the Associated Press.


PARIS, Dec. 14-The Army news
paper Stars and Stripes yesterday
talked back editorially to the Army
and Navy Journals criticism of
British war policy with a recital
of Britain's war record, summing
up:


We'll say the record so far is
on the side of Winnie Churchill and
the British.


I'VE are fighting this war beside
them. We would like to fight the
peace beside them, too.""


The service paper referred to a
recent Army and Navy Journal edi-
torial which accused Britain OF
showing greater preoccupation'
with preserving empire lfelines
than with the defeat of Germany


Recalling Prime Minister Church.
ills Thanksgiving Day speech, Stars
and Stripes said the public should
review the facts.


Under a photo of Mr.. Churchill,"
6_1945-07-23_p7_sn83045462_00280604562_1945072301_0103,Evening star.,01,1945-07-23,p7,Everyone's III at Paramount,,"theme number of course will be
wrapped around the title piece, one
Of his biggest hits. The studio has
staked out a budget Of three mil
lions. making 1t by far the most pre-
tentious musical ever attempted on
the lot.


Busiest Of all the feminine pro-
ducers right now is Mary Pickford,
who has three story properties ready
TO go before the cameras, starting
with Iona Henry"" on September
Is. RKO had this property at one
time and made three successive
adaptations. finally writing it off
as hopeless project.


Miss Pickford also has the Broad
way musical hit, ""One Touch of
Venus"" slated to start January /.
but rumors are persistent that she
wishes to sell 1t. Last week Mary
bought rights to the stage play
Champagne for Everybody""


II her husband, Charles Buddy
Rogers, Is released from service, he
will join her as production assist
ant.


News in nibbles: Hedy Lamar,
according to Edith Gwynn in the
Reporter, is telling friends that her
7-week-old baby looks exactly like
Winston Churchill. -. Out at
M-G-M they've tagged Lana Turn
er's new blonde hair tint white
gold"" and credit 1t to suggestion
from a serviceman Actually, it's
just like the late Jean Harlow's,
who went places by being dubbed
the platinum blonde"" Vivian
Blaine, who dieted off IS pounds to
win starring contract at 10Th Fox,
has now been asked TO round out
her figure bit more. Dana
Andrews won lot of excited squeals
at the sneak preview of State
Fair"" Looks as though Dana Is
really up there to stay now.


Esther Williams neighbors at the
beach might be interested to know
that the swim champ, now turned
actress, dives into her small pool
about $50 every morning, sunshine
or fog and it's been mostly fog this
summer. The pool is secluded and"
4_1945-05-08_p1_sn88063294_00340588940_1945050801_1157,Detroit evening times.,01,1945-05-08,p1,"Truman Mum
About Peace",,"WASHINGTON. MAY Z (UP)-
President Truman today, in a
White House statement, declared
that no announcement Of the end
of the war in Europe can or will
be made by himself until a stimuli
taneous statement ""can be made
by the three governments"" s""


The President made no COM
ment on the widespread reports
that Germany had surrendered
Internationally.


81 have agreed with the Lon
don and Moscow governments
that I will make no announce
ment with reference to sur
render of the enemy forces In
Europe or elsewhere until n
simultaneous statement can be
made by the three govern
ments,"" Mr.. Truman s statement
said.


Until then there IL nothing
can or will say TO you""


Mr.. Truman's reference TO the
lIlItt kONW iililciAS III ~ 'h'
United States, Great Britain anc
Russia.


The Presidents statement wa:
read TO an office jammed with
reporters by Press Secretary
Jonathan Daniels, shortly after
p. m. EWT.


Daniels obtained the statement
from President Truman after re-
ports were carried TO him by press
association correspondents thai
the ministry of information ir
London had announced h I TO-
morrow would be treated as We
Day and that Prime M in lister
Churchill would 60 on the radio
at 9 a. m. EWT and King George
would make an address in the
evening.


Daniels simply read the state
ment and would make no com.
ment on any of the reports thai
have come from Europe today."
31_1943-07-09_pNone_sn97063183_00414187705_1943070901_0654,The Ypsilanti daily press.,01,1943-07-09,pNone,,,"london Prime Minister winston
Churchill in a message 10 General
issimo Chang Kai-Shek The I'M
tistiye il being Wrested from the"
11_1944-05-14_p60_sn83045462_00280603685_1944051401_0091,Evening star.,01,1944-05-14,p60,,,"secretary-treaSurer.


The new officers will be installed
at the next luncheon meeting, June
g. at the Willard Hotel. During
the past year the members took a
lively part in the War Bond drives,
expanded the membership, and
wrote great deal of new insur-
ance despite the shortage in agents
due to the war.


Peoples Quarter Gain Small.


Peoples Drug Stores, Inc, earned
47 cents on the 49O,948 shares of
common stock in the first quarter.
against 46 cents in the like 1943
period, w. H. Churchill, treasurer
reported yesterday.


Net sales in the first quarter of
1914 totaled 1920, ,299.62 compared
with S8218,58693 a year ago. The
company had an operating profit
of S6l2270.86 against S599 OBS SO and
a total income of $673,996.63 as
compared with $667, ,71443 last year.


Estimated Federal income taxes
and excess profits taxes were
practically the same as last year. !
leaving net income for the period
of S231,1 against $226,85719.


Current assets on March 81 stood !
at $8,657 ,830.59 against S7,861 $50. sc |
with total assets of $12, ,141 ,508.53 VS..
$11,45o,657.17.


Acacia Insurance Sales Soar.


New business placed by the Acacia
Mutual Life Insurance Co. in the
first four months of 1914 amounted |
to S26,l00,000, a gain of more than
so per cent over the like 1943 period. |
President William Montgomery an
rlounced last night. At the same |
time, net gain in business In force
totaled $18,90O,000 or double the in
crease a year ago.


The company set new 12-month |
record, as of April 80, total insur-
ance reaching $685., ,265, 900 against
S477,370,000 year ago, an increase
of S55 100000. During the first three
months of this year lapses fell to an
all-time low, the rate now stand
ing at 28 per cent.


The company's assets also have
been setting new marks, now stand
ing S123,000000, an increase of So
100000 since January and S1O,8OO.-
600 in the past IL months, Mr.. |
Montgomery added.


Pepco Sales Above 1943.


Ofhclals announced yesterday that
sales of the Potomac Electric Power
Co. in April, in the District of Co
lurnbia, registered a gain of 1881, sos
k1lowatt hours, or 3.78 per cent.
Sales totaled 105,211 ,522 XVIII. against
lol ,379,917 in April a year ago.


General electricity sales made the
best showing, 91,857 ,889 XVIII, being
4,035,0l4 ahead of last year, or 4.59
per cent. Street and highway light
ing required 1909, 1888 XVIII, practi-
cally the same as in April, 1943.


Railroads and railways used H.
344r3OO XVIII, a decrease of 100000
or 1.80 per cent.


Writer on Bankers Program.


Joseph G. Harsch, author of THE
Pattern of Conquest"" and staff
correspondent of the Christian
Science Monitor, will address the
f1duciaries section of the District
Bankers Association at the annual
dinner meeting at the MayfoWer
Hotel on Wednesday, May ""a,
Chairman Earl G. Jonscher an
nounced yesterday.


Election of the executive council
will take place and Chairman Jons-
cher will present his annual report.
The guest speaker served in Lon
don, Rome and Berlin Just before
the war. Guests will include A.
Scott Offutt, Sidney F. Tahaferro
and Bruce Baird, officers of the
bankers association and Milton
King, president of the District OF
Columbia Bar Association.


Parker Honor Pleases Brokers.


The letter from the Secretary of
the Navy commencing Col. Chauncey
O. Parker, jr., for his outstanding
service in organizing and directing
the fiscal structure of the selective
service system during the last four
years crew nigh praise among his
financial district friends yesterday.
The letter was presented by 1t. Gen.
A. A. Vandegrift, Marine Corps COM
mandant. Col. Parker is a partner
IN the investment firm of Auchin-
Gloss, Parker & Redpath, and keeps
In close touch with finance.


District Of Columbia Chapter,
American Society of Chartered Life
Underwriters, held a dinner meet
ing at the Mayf1oWer Hotel recently,
speakers being H. L. Choate, T.
Loehl OBrien, Joseph A. Mari and
1t, j. r. Towsend, jr., U. S. N. r.
Guests we're underwriters who have
taken examinations for the c. L. U.
degree or are planning to do SO.


Bank Stock Bids at Peaks.


Bids for Bank of Commerce Saw
ings stock on the Washington Ex-
change have climbed to 1910 a
share, while the next highest bid
is 1855 for Riggs National Bank
common, both new peaks."
34_1945-10-11_p20_sn83045462_00280604604_1945101101_0479,Evening star.,01,1945-10-11,p20,Windsor Leaves London,,"LONDON, Oct. II P).-The Duke
of Windsor left for Paris today.
During. his six-day visit with the
royal family, he talked with Prime
Minister Attlee, Foreign Secretary
Ernest Bevin and Winston Churchill."
32_1943-05-20_p13_sn83045462_00280603429_1943052001_0557,Evening star.,01,1943-05-20,p13,"Churchill
States Case
orCritics


Attempt to Convince


High U. S. Strotegists


Seen in Speech",BY DAVID LAWRENCE.,"One has to know the background
In which Prime Minister Churchill
delivered his extraordinary address"
4_1943-12-24_p1_sn94050093_00393342547_1943122401_0110,The Wrangell sentinel.,01,1943-12-24,p1,"OUR THOUGHTS ARE WITH THESE MEN ON

 CHRISTMAS DAY w AND EVERY DAY",,"Auia Willard Frisby Marion Francis Goodrich Orto Arthur Teller Jr Anton Massin cad Martin Larson William l.. Gross Jr. Daniel James Gross William Arthur Clark Erie C. Peterson Karl Theile Alex SamueIson Andrew Bakke Henry William Jackson John Ward Leonard Frank Churchill Gust Leonard Talbeck

 lar Neil MgCay Charles McDermott Donald Rurch Ned Johnson Albert Teller Leo Barlow James W. Dolan Mike John Kudrin Robert Wm. Meryyn Gordon Blake Thomas Munson Bernard Iversen Francis Leo Churchill Timothy Howard Tutiakoff Eugene Max Nielson Phillip Gardiaff Metrophan Mensoff Lew M. Williams, Jr. Robert shermer Donald Kenneth Gill James Clement Ford Pet F Galaktionoff Car. Frederick JohansOn John Teller Harry NJ Bradley Richard l.. Stokes "
3_1944-12-21_p10_sn83045462_00280603818_1944122101_0610,Evening star.,01,1944-12-21,p10,Luborite FOREIGN Policy,,"Recent incidents in Parliament
suggest that the impact of political
events on the continent is strain
ing the solidarity of Britain's war
time government. That government
is a coalition between the three
main parties-Conservatives, Labor
ties and Liberals, the latter being a


minor factor while the Conserva-
tives hold a slight overall majority.
This means that the Labor party Is
the pragmatic opposition. even
though It Fundamentally supports
the Conservative Prime Minister,
Winston Churchill, in the war effort
and holds seats in his cabinet. The
Labor party has, however, never re-
nounced the right to criticize official
actions, and it is exercising this
right vigorously over Mr.. Churchill's
foreign policy, especially in Greece,
and, to lesser degree, in Belgium
and Italy.


Greece is the touchstone. About
fortnight ago 1t was the storm
center of lively debate wherein the
Labor;tes took the lead in denounc-
ing the armed Intervention of Brit
ish troops in support of the Greek
government, despite the fact that
this government was attacked by
the radical EAM opposition with the
obvious intention of overthrowing it
and seizing power themselves. Mr..
Churchill's critics have not been
mollified by his assurances that he
was not seeking to perpetuate any
Greek regime but merely trying to
aid the present government in es-
tablishing order. thereby making
possible the holding of elections to
decide what the Greek people as
whole wanted. The Laborites have
just forced a fresh debate on the
issue, wherein Mr.. Churchill has re-
fused to give ground.


1t is both curious and instructive
to contrast the Laborite attitude on
Greece with that on Poland. OBJ
viously moved by what he deemed
stern necessity, the Prime Minister
has virtually abandoned his support
of the Polish government in exile
and virtually indorses Soviet Russia's
claim to Eastern Poland by uni
lateral action, regardless of Polish
opposition. This is certainly more
drastic and arbitrary than Britain's
intervention in Greece for temporary
purposes. Yet most of the Laborites
warmly approved Churchill's atti-
tude on Poland. It was among his
own Conservative colleagues that
criticism was fairly widespread.


From the viewpoint of strict logic.
this leaves both the Laborites and
Mr.. Churchill open to charges of in
consistency, since they advocate
courses in Greece and Poland, which
are almost diametrically opposed to
each other. ALI this suggests party
cleavages beneath the surface tenn
porarily overlaid by the imperative
need for wartime unity. But, with
the lessening of common peril. they
emerge once more into the political
arena,"
1_1942-12-31_p7_sn82014085_00393347107_1942123101_0886,The Waterbury Democrat.,01,1942-12-31,p7,,(NEA Teiepi10t0),"an inevitably losing fight, still lack. cd the means to win the crown 0f great victory. Outstanding among Americans for accomplishment in battle stood the name Of Admiral William Haisey, who, not once but again and again, took his task fierce in against tie Japs to deal them tel. ling blows,

 ""Yet no military man from Rom. mel to Haisey was the man Of ie42 for good sufficient reason: there was no military victory Of the year which showed signs Of being conclu. sive.

 For the great leaders Of tie Unit. cd Nations f942 WAS another story"" "" Time points out. ""Chinas General issino Chiang Kai-stek, Man Of 1887, struggled on stubobFply against Chfna's internal problems and the invading Japanese. Britain's Win. ston Churchill. Man of i040. deliys cred q victory in Egypt after staBds ing on ti1e verge of defeat. Prank tin Roeeeyelt. Man Of i04i, should- cred mountainous problems, solved some, left others still crying 10 be solved. He successfully brought the weight Of tie U. s. to bear against tie Axis.

 ""But the i042 accomplishments Of Chiang. Of Churchill and Of Roose. welt viii not bear fruit til ie43. And, worthy though they may prove, they inevitably pale by comparison with what Joseph Stain did iil ie42,

 ""staiin did not get his contineii- tai second front in i042, but when ( new front was opened in North Africa he publicly approved"" Time recalls. ""On the 26th anniversary of the Boishevlst Revolution, Stain ifi his big state speech Of the year reviewed the past and for tie fti' ture struck the note of statesman. ship.

 The U. {. and Russia

 The U. S.. of ali nations, Ehouid have been the first to understand Russia. Ignorance of Russia ard suspicion Of Staiiii were two things that prevented it. Old prejudiees and the antics Of U. s, Communists dangling at the end Of the Party line were others. As Allies fighting the common enemy. the Russians have fought the best fight so far. As postwar collaborators, they hold many Of the keys to c successful peace.

 ""The two peoples who talk the most and scheme the biggest schemes are the Americans and tie Russians"" Time points out. Both can be sentimental one moment, blazinely angry the next. Both spend their money freely for goods and pleasures. drink too much. argue IE- terminably. Both are builders. The U. s. built mills ard factories and tanned the land across q continent 5000 miles wide. Russia tried to catch up by doing the same thing through a planned program that post-pioneer Americans would not have suffered.

 ""The rights as individuals that U. S. citizens have, the Russians wart and believe they eventually will re- ceive. Some of the discipline that the Russians have, the U. S. may need before the end Of World War IT."""
